membership_id,first_name,last_name,email,mobile_no,date_of_birth,above_18,filename,badRecord,comments
"",Tina,Suarez,Tina_Suarez@martinez.net,48067279,20080826,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <26-08-2008> formatted as <2008-08-26> | email validation Failed
"",James,Myers,James_Myers@wilson-salinas.com,11151,20151217,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/17/2015> formatted as <2015-12-17> | email validation Success
"",Dean,Sullivan,Dean_Sullivan@rojas.org,8007686,19720905,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <09/05/1972> formatted as <1972-09-05> | email validation Failed
"",Joseph,Lester,Joseph_Lester@sullivan-thompson.com,6319230,20110515,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <15-05-2011> formatted as <2011-05-15> | email validation Success
"",Andrew,Serrano,Andrew_Serrano@ford.com,704097,19990726,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <26-07-1999> formatted as <1999-07-26> | email validation Success
"",Joel,Alvarez,Joel_Alvarez@barber-underwood.com,97361,19591112,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11-12-1959> formatted as <1959-11-12> | email validation Success
"",Cindy,Padilla,Cindy_Padilla@schmidt.com,146169,20030407,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2003/04/07> formatted as <2003-04-07> | email validation Success
"",Ryan,Huerta,Ryan_Huerta@gibson-parker.com,99966,19520626,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1952/06/26> formatted as <1952-06-26> | email validation Success
"",John,Stein,John_Stein@carroll.net,53761,19600426,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/26/1960> formatted as <1960-04-26> | email validation Failed
"",Joshua,Macias,Joshua_Macias@barnes.com,67346,19801013,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/13/1980> formatted as <1980-10-13> | email validation Success
"",Kevin,Walsh,Kevin_Walsh@hamilton.net,63251375,19920805,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1992/08/05> formatted as <1992-08-05> | email validation Failed
"",Nathan,White,Nathan_White@friedman.com,4196886,19580419,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/19/1958> formatted as <1958-04-19> | email validation Success
"",Matthew,Thompson,Matthew_Thompson@casey.info,7800262,19580425,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <25-04-1958> formatted as <1958-04-25> | email validation Failed
"",Maria,Rodriguez,Maria_Rodriguez@franklin-wells.net,38641,19710110,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1971-01-10> formatted as <1971-01-10> | email validation Failed
"",John,Booker,John_Booker@lee-rodriguez.com,287007,20120316,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2012-03-16> formatted as <2012-03-16> | email validation Success
"",Jeffrey,Nguyen,Jeffrey_Nguyen@poole.com,716361,20130922,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2013/09/22> formatted as <2013-09-22> | email validation Success
"",Jennifer,Jackson,Jennifer_Jackson@griffin.com,798099,19880217,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <02/17/1988> formatted as <1988-02-17> | email validation Success
"",Karen,Ruiz,Karen_Ruiz@becker.com,336843,19550721,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <21-07-1955> formatted as <1955-07-21> | email validation Success
"",Jeffrey,Rodriguez,Jeffrey_Rodriguez@smith-pena.com,13931,19510117,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <17-01-1951> formatted as <1951-01-17> | email validation Success
"",Andrew,Garrett,Andrew_Garrett@burke.com,59616,20060412,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/12/2006> formatted as <2006-04-12> | email validation Success
"",Melissa,Allison,Melissa_Allison@watkins.info,75546,20050604,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2005/06/04> formatted as <2005-06-04> | email validation Failed
"",Amber,Haynes,Amber_Haynes@smith.com,870567,19770710,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07-10-1977> formatted as <1977-07-10> | email validation Success
"",Steven,Morton,Steven_Morton@barker.info,576027,19540209,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <02-09-1954> formatted as <1954-02-09> | email validation Failed
"",Kathy,Erickson,Kathy_Erickson@martinez.com,522855,20130125,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2013-01-25> formatted as <2013-01-25> | email validation Success
"",Tammy,Miller,Tammy_Miller@bennett.info,97311,19630422,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/22/1963> formatted as <1963-04-22> | email validation Failed
"",Steven,Hill,Steven_Hill@ballard-mcintosh.com,4852828,20090818,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2009-08-18> formatted as <2009-08-18> | email validation Success
"",Gregory,Carr,Gregory_Carr@carter-west.net,61471,20020904,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <09-04-2002> formatted as <2002-09-04> | email validation Failed
"",Elizabeth,Vega,Elizabeth_Vega@davis.com,97401,19880217,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <17-02-1988> formatted as <1988-02-17> | email validation Success
"",Samuel,Shields,Samuel_Shields@buck.com,2102654,19900112,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/12/1990> formatted as <1990-01-12> | email validation Success
"",Heather,Simpson,Heather_Simpson@clarke.com,8474138,19841001,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/01/1984> formatted as <1984-10-01> | email validation Success
"",Ashley,Duncan,Ashley_Duncan@garza-ray.com,961881,19501201,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/01/1950> formatted as <1950-12-01> | email validation Success
"",Matthew,Kim,Matthew_Kim@smith-martinez.com,2565662,20150324,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2015/03/24> formatted as <2015-03-24> | email validation Success
"",Nicole,Anderson,Nicole_Anderson@richards.com,24391,19990830,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/30/1999> formatted as <1999-08-30> | email validation Success
"",Andrew,Conley,Andrew_Conley@berry.com,942057,19510309,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1951/03/09> formatted as <1951-03-09> | email validation Success
"",Joshua,Jones,Joshua_Jones@reed-melendez.com,667101,19541029,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1954-10-29> formatted as <1954-10-29> | email validation Success
"",Megan,Frederick,Megan_Frederick@hammond-harmon.com,152967,19901214,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/14/1990> formatted as <1990-12-14> | email validation Success
"",Shawn,Yang,Shawn_Yang@edwards-roberts.com,5127571,19830621,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <06/21/1983> formatted as <1983-06-21> | email validation Success
"",Jennifer,Cruz,Jennifer_Cruz@garcia.com,61291,20070815,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/15/2007> formatted as <2007-08-15> | email validation Success
"",Jerry,Lewis,Jerry_Lewis@myers-bates.net,332283,19670322,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <22-03-1967> formatted as <1967-03-22> | email validation Failed
"",Lisa,Williams,Lisa_Williams@sloan.com,39921,19511104,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/04/1951> formatted as <1951-11-04> | email validation Success
"",Austin,Dougherty,Austin_Dougherty@schmidt.com,959925,20010811,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08-11-2001> formatted as <2001-08-11> | email validation Success
"",Tiffany,Khan,Tiffany_Khan@nelson-patterson.info,9913520,19580302,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1958-03-02> formatted as <1958-03-02> | email validation Failed
"",Bradley,Hanson,Bradley_Hanson@wolfe-guzman.com,91001,20160929,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2016-09-29> formatted as <2016-09-29> | email validation Success
"",Debra,Lee,Debra_Lee@kelley.com,4660202,19530716,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1953/07/16> formatted as <1953-07-16> | email validation Success
"",Juan,Ellison,Juan_Ellison@cole-castillo.com,942585,20121222,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/22/2012> formatted as <2012-12-22> | email validation Success
"",Kristy,Johnson,Kristy_Johnson@spencer.com,11166,19811127,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/27/1981> formatted as <1981-11-27> | email validation Success
"",Micheal,Castro,Micheal_Castro@beck.com,95301,19861110,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1986/11/10> formatted as <1986-11-10> | email validation Success
"",Scott,Dunn,Scott_Dunn@sullivan.com,7901188,19630707,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1963/07/07> formatted as <1963-07-07> | email validation Success
"",Tyler,Johnson,Tyler_Johnson@pearson.net,6371660,19580113,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/13/1958> formatted as <1958-01-13> | email validation Failed
"",Daniel,Alexander,Daniel_Alexander@castro.com,41841,19910410,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/10/1991> formatted as <1991-04-10> | email validation Success
"",Jennifer,Powell,Jennifer_Powell@lambert.biz,9321985,19511027,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1951-10-27> formatted as <1951-10-27> | email validation Success
"",Joseph,Cross,Joseph_Cross@mason-shaw.net,35750023,19530126,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1953-01-26> formatted as <1953-01-26> | email validation Failed
"",Stacy,Wright,Stacy_Wright@jones-schneider.com,560691,19641026,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/26/1964> formatted as <1964-10-26> | email validation Success
"",Jennifer,Sosa,Jennifer_Sosa@buchanan.com,2886367,19910628,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <06/28/1991> formatted as <1991-06-28> | email validation Success
"",Joel,Myers,Joel_Myers@smith-willis.net,49665991,19720920,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1972/09/20> formatted as <1972-09-20> | email validation Failed
"",Charles,Hall,Charles_Hall@rogers.com,8139657,19520429,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1952/04/29> formatted as <1952-04-29> | email validation Success
"",Jennifer,Ward,Jennifer_Ward@taylor-diaz.com,936933,19980123,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/23/1998> formatted as <1998-01-23> | email validation Success
"",Courtney,Jones,Courtney_Jones@brown.info,932307,19700506,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05-06-1970> formatted as <1970-05-06> | email validation Failed
"",Ashley,Sanders,Ashley_Sanders@goodman-lopez.com,6350443,19840510,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05-10-1984> formatted as <1984-05-10> | email validation Success
"",Monica,Thomas,Monica_Thomas@wolfe-beasley.net,810639,20010227,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2001-02-27> formatted as <2001-02-27> | email validation Failed
"",Stacey,Johnston,Stacey_Johnston@torres.com,267873,19721018,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1972/10/18> formatted as <1972-10-18> | email validation Success
"",Matthew,Fisher,Matthew_Fisher@foley.net,98171,19500314,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1950/03/14> formatted as <1950-03-14> | email validation Failed
"",Stephen,Caldwell,Stephen_Caldwell@george.info,146649,19581117,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1958/11/17> formatted as <1958-11-17> | email validation Failed
"",Amanda,Allen,Amanda_Allen@torres.biz,8766451,20110527,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05/27/2011> formatted as <2011-05-27> | email validation Success
"",Alexander,Hampton,Alexander_Hampton@washington.com,3053597,19900713,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <13-07-1990> formatted as <1990-07-13> | email validation Success
"",Lisa,Smith,Lisa_Smith@black.info,99884935,19580819,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <19-08-1958> formatted as <1958-08-19> | email validation Failed
"",Brian,Peters,Brian_Peters@ross.com,89921,20181127,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/27/2018> formatted as <2018-11-27> | email validation Success
"",Brittany,King,Brittany_King@robinson-dorsey.info,78381,19761222,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1976/12/22> formatted as <1976-12-22> | email validation Failed
"",James,Fuller,James_Fuller@whitney.biz,584211,20150326,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2015-03-26> formatted as <2015-03-26> | email validation Success
"",Kevin,Hernandez,Kevin_Hernandez@green.net,275769,19521002,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/02/1952> formatted as <1952-10-02> | email validation Failed
"",Jason,Sanders,Jason_Sanders@gardner-harris.com,99026,19571114,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1957/11/14> formatted as <1957-11-14> | email validation Success
"",Charles,Garcia,Charles_Garcia@schmidt.info,36061,20130513,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2013-05-13> formatted as <2013-05-13> | email validation Failed
"",Laura,Martin,Laura_Martin@smith.com,8766500,20141027,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <27-10-2014> formatted as <2014-10-27> | email validation Success
"",Joel,Aguilar,Joel_Aguilar@vega-walker.biz,2469755,20061010,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/10/2006> formatted as <2006-10-10> | email validation Success
"",Gina,Simmons,Gina_Simmons@kelly.com,75471,19730216,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <02/16/1973> formatted as <1973-02-16> | email validation Success
"",Matthew,Odonnell,Matthew_Odonnell@baker.com,5771767,20100926,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2010-09-26> formatted as <2010-09-26> | email validation Success
"",Sara,Barnett,Sara_Barnett@lucas.com,855597,19571029,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <29-10-1957> formatted as <1957-10-29> | email validation Success
"",Stephanie,Charles,Stephanie_Charles@ball.org,9951565,19601105,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1960-11-05> formatted as <1960-11-05> | email validation Failed
"",Steven,Barrett,Steven_Barrett@brooks-martinez.com,361935,19540122,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/22/1954> formatted as <1954-01-22> | email validation Success
"",Margaret,Buckley,Margaret_Buckley@mueller-silva.info,93794391,20170112,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <01-12-2017> formatted as <2017-01-12> | email validation Failed
"",Jesus,Fisher,Jesus_Fisher@brown-cruz.com,5416685,19900622,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <06/22/1990> formatted as <1990-06-22> | email validation Success
"",Walter,Wiggins,Walter_Wiggins@chen-morris.org,12487311,19790522,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1979/05/22> formatted as <1979-05-22> | email validation Failed
"",Travis,Stone,Travis_Stone@reynolds-chapman.com,536205,19631213,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/13/1963> formatted as <1963-12-13> | email validation Success
"",Joshua,Tapia,Joshua_Tapia@jackson.org,57396,19881020,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1988/10/20> formatted as <1988-10-20> | email validation Failed
"",Ashley,Wright,Ashley_Wright@callahan-dixon.info,27446295,19810823,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <23-08-1981> formatted as <1981-08-23> | email validation Failed
"",Karen,Smith,Karen_Smith@gonzalez.net,84186,20150107,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2015/01/07> formatted as <2015-01-07> | email validation Failed
"",Kathryn,Oconnell,Kathryn_Oconnell@fuller.com,7146301,19790427,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1979-04-27> formatted as <1979-04-27> | email validation Success
"",Sarah,Wagner,Sarah_Wagner@escobar-watts.com,73961,19800306,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <03-06-1980> formatted as <1980-03-06> | email validation Success
"",Sheryl,Baker,Sheryl_Baker@smith.info,6899005,19880913,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <09/13/1988> formatted as <1988-09-13> | email validation Failed
"",Lisa,Scott,Lisa_Scott@wheeler-medina.com,56611,19840711,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1984-07-11> formatted as <1984-07-11> | email validation Success
"",Tamara,Mason,Tamara_Mason@graham-nixon.net,9443 9255,20101004,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <10/04/2010> formatted as <2010-10-04> | email validation Failed
"",Stephen,Perez,Stephen_Perez@newton-diaz.com,300441,19820909,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <09-09-1982> formatted as <1982-09-09> | email validation Success
"",Krystal,Bell,Krystal_Bell@raymond-price.com,60256,19600201,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1960-02-01> formatted as <1960-02-01> | email validation Success
"",Felicia,Hammond,Felicia_Hammond@holmes.com,53331,19840120,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1984-01-20> formatted as <1984-01-20> | email validation Success
"",Cody,Marquez,Cody_Marquez@martinez.com,924729,20100715,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/15/2010> formatted as <2010-07-15> | email validation Success
"",Jesse,Moss,Jesse_Moss@kirby.com,242949,19610730,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <30-07-1961> formatted as <1961-07-30> | email validation Success
"",Maria,Mcdonald,Maria_Mcdonald@clark.com,9027572,19960401,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1996-04-01> formatted as <1996-04-01> | email validation Success
"",John,Murphy,John_Murphy@hall.com,445743,20040908,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2004/09/08> formatted as <2004-09-08> | email validation Success
"",Patricia,Turner,Patricia_Turner@long-garcia.org,53161,19860106,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1986-01-06> formatted as <1986-01-06> | email validation Failed
"",Reginald,Martinez,Reginald_Martinez@dean.info,41921,20001214,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2000/12/14> formatted as <2000-12-14> | email validation Failed
"",Stephanie,Brewer,Stephanie_Brewer@roman.com,18206,20010817,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/17/2001> formatted as <2001-08-17> | email validation Success
"",Kimberly,Cooper,Kimberly_Cooper@wood-marshall.com,904533,19940129,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/29/1994> formatted as <1994-01-29> | email validation Success
"",Vickie,Stuart,Vickie_Stuart@stephens.biz,368649,19720716,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1972/07/16> formatted as <1972-07-16> | email validation Success
"",Louis,Williams,Louis_Williams@young.com,54396,20061105,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2006-11-05> formatted as <2006-11-05> | email validation Success
"",Anthony,Tapia,Anthony_Tapia@brown.info,79096,19710218,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1971/02/18> formatted as <1971-02-18> | email validation Failed
"",Devin,Pugh,Devin_Pugh@west-shaffer.com,9144416,20050413,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2005/04/13> formatted as <2005-04-13> | email validation Success
"",Sara,Brown,Sara_Brown@mcgee.com,41956,19800421,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <21-04-1980> formatted as <1980-04-21> | email validation Success
"",Tanya,Gonzales,Tanya_Gonzales@page.com,62351,20090218,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2009-02-18> formatted as <2009-02-18> | email validation Success
